fecha,mes,semana_del_año,parcela,variedad,tam_parcela_ha,temp_media,lluvia,fertilizante,riego,semana_cultivo
2021-02-07,2,5,Agria_p1,Agria,2.749080237694725,10.698012845155395,23.75698018345672,9.416612500413446,269.9680655040597,1
2021-02-14,2,6,Agria_p1,Agria,2.749080237694725,11.796586775541206,38.522781845089376,7.884578142088199,299.3251387631033,2
2021-02-21,2,7,Agria_p1,Agria,2.749080237694725,14.645089824206378,7.791563500289778,6.080659752240448,310.4431797502378,3
2021-02-28,2,8,Agria_p1,Agria,2.749080237694725,10.343627902203139,21.968612358691235,10.34273656237994,336.92332899977055,4
2021-03-07,3,9,Agria_p1,Agria,2.749080237694725,16.65305515283528,12.59117043528569,3.9202336874079373,296.50346067428006,5
2021-03-14,3,10,Agria_p1,Agria,2.749080237694725,15.618083687120638,23.456977809751326,2.3554397669558993,424.0532802697923,6
2021-03-21,3,11,Agria_p1,Agria,2.749080237694725,17.972251908184386,11.919341756669468,5.917514433261302,352.61545997858286,7
2021-03-28,3,12,Agria_p1,Agria,2.749080237694725,20.092998567487854,22.45024095292959,4.5361814362231785,341.2547733744153,8
2021-04-04,4,13,Agria_p1,Agria,2.749080237694725,17.99379029421069,22.804361016978874,4.721511535004274,366.4578033508297,9
2021-04-11,4,14,Agria_p1,Agria,2.749080237694725,13.680995077981915,5.430347007354634,7.0343600428562345,456.87680756759386,10
2021-04-18,4,15,Agria_p1,Agria,2.749080237694725,16.783969635258998,23.028263183136193,4.032320368092313,425.31452175333436,11
2021-04-25,4,16,Agria_p1,Agria,2.749080237694725,18.084186816525243,27.304292531727754,7.346965483721009,397.4921772623034,12
2021-05-02,5,17,Agria_p1,Agria,2.749080237694725,9.140764687730767,21.57522003500179,4.551488974301199,406.093294776672,13
2021-05-09,5,18,Agria_p1,Agria,2.749080237694725,17.275282329606508,0.0,5.53566885726762,384.62296785137414,14
2021-05-16,5,19,Agria_p1,Agria,2.749080237694725,21.433682134224547,10.853838253810821,4.247364434623195,343.4054477974769,15
2021-05-23,5,20,Agria_p1,Agria,2.749080237694725,19.746206353106224,17.630008877277476,5.769901149670034,362.9167857363073,16
2021-05-30,5,21,Agria_p1,Agria,2.749080237694725,17.291232648044122,22.749159924263115,4.508506780103348,350.85628342858536,17
2021-06-06,6,22,Agria_p1,Agria,2.749080237694725,25.823675540603528,0.6094551556036443,5.391582908269834,623.689622165166,18
2022-02-06,2,5,Agria_p1,Agria,2.749080237694725,12.530825733249706,5.846292579495858,9.31457096694646,278.96773386173203,1
2022-02-13,2,6,Agria_p1,Agria,2.749080237694725,11.395445461556761,18.38714288333991,13.77237180242106,320.2025428407269,2
2022-02-20,2,7,Agria_p1,Agria,2.749080237694725,13.349155625663679,22.57550390722764,6.1624575694019175,296.2777042116916,3
2022-02-27,2,8,Agria_p1,Agria,2.749080237694725,12.946972249101567,20.602302099410263,9.615278070437755,423.1621056242643,4
2022-03-06,3,9,Agria_p1,Agria,2.749080237694725,17.904642027000836,14.722305842358054,6.71423422177253,318.1925373666328,5
2022-03-13,3,10,Agria_p1,Agria,2.749080237694725,19.255799098060322,21.328255576344375,7.104191466404149,336.34287816436824,6
2022-03-20,3,11,Agria_p1,Agria,2.749080237694725,12.794446811623157,19.694856750402163,3.514195512303967,550.0,7
2022-03-27,3,12,Agria_p1,Agria,2.749080237694725,15.301106811191683,15.79721092070113,2.6740048534008007,364.75670421186607,8
2022-04-03,4,13,Agria_p1,Agria,2.749080237694725,17.205688924418084,6.501570290191161,3.620863648649295,433.15147014446273,9
2022-04-10,4,14,Agria_p1,Agria,2.749080237694725,21.649803215052618,8.733973661310102,6.220275826054505,377.4556938656027,10
2022-04-17,4,15,Agria_p1,Agria,2.749080237694725,13.307407050698135,16.819679476833034,2.5887751481581587,491.49999279977,11
2022-04-24,4,16,Agria_p1,Agria,2.749080237694725,17.553901575596914,17.07906235398739,3.144573933682877,454.72760102441174,12
2022-05-01,5,17,Agria_p1,Agria,2.749080237694725,13.038630160747172,19.175532524935182,5.375739275518815,420.788927126323,13
